query_id,answer
rWS4HLsapnqjSUIP,69653e84937b904f d5eb930715e93d14 3663758c98343fb0 8278f2ccd5daa420 30301663fcc4fcec ab8f1c2c140e2ae7 0d2589ed543d9604 83027fdc495b7ac8 5ee6018b45032c01 0aaffcacf9fd44bb 2a7463c1d0cadf34 e5759264299f50cb 6d1472f15190b061 0594ec920d5a70a8 2100d2f9476d7add 2fa91ea43d0a31bc 833dec9469b242e8 e4632b74e7355a70 bfe6021f21a7d1a0 c6a82da3bf79a9c8 da50d5a007a51d66 85b4f77dd212238e c631ca503d6a9877 04f713f7d9414ada 51b606115b1a1cbb 4020b2bfb3a67065 43c7067a47df583b 3a4f20bc071e95d4 ee0da70f6b00d638 ab0d26a2fd6d953d 9cc70d2d8df38145 a8d5617f79961894 8b33c673093963bf 020f679bb89fd984 f0a7078811c4ff25 69615b292eb9300a 97125c4ec0c96a7a 98c8c98bbb109f15 413ed50a76a35e69 46446c0229eb6812 8066f5b513de28a7 1cccf4a4e1d6a220 8df126afeca1e6e2 1eefc82e6f2d2612 9b2189268420b4f1 3f2f03d13106bdb3 76b7be6abf82e58f f4ce2914d4d9ba93 b4eba030622ecc1c d976fc2397c6a612
lKO3W5UCg6nBbuPa,dd2f2d0e8d162e6e beb73b44c50b03c6 a040e9118ad1564e b61118f03033bb80 6eab05cd5f923a35 164cd2ea5dd9c038 fbdc32a134e13f20 38a3ed7064fd0e03 a2a845883941ace7 dcfd4734210e29cc ca3de95216696fb2 657e2bbcdf9d0578 e81557ddb82fe549 145e8049af5eacef 61962e8f8d42f702 4b17742a367300e4 219d632e95479049 d4b788a1e5fae77f f87bd2e37b49ab60 23d5dbf63471125e 10496ad81d3cd7af 2a482650b89e48cc e3e86d19695e9998 db1932e662fdb368 85b412bf6aba6f94 d51ea0f8ffae7ed2 a5b8384adcb3c8be c2399aaf2148f076 b5106d993e0555a9 d65771b0659d763c d527e4977e0f0f61 1d5140b8704fb91d 4fb4e4cd385f7e79 913aad27086aff7a c2a0af225cb1825f 390841419b62a36c 0c88dfe69d577d9f 70893b3be5f51791 b129c4ab077468e6 255edb6381810a66 416d898aef052730 a61516b65588bc59 5b5df89c12d9bee0 f67267486fb60e11 35cc8d806e272717 2b1bc977d57f1a91 9baf3828fa7ace2c bbc722944aeb76be 6aaec6c550448d52 a9114baad23a548c
nHa07aE9mlA6QTSy,0c12d6afd0e8f394 6e565a8eb2cc4499 f5566b4f125c117b 83e06c6912ea2bd3 72e56c2b53b232ca 453de58f3a584f7e e54d46bf12075494 64ea5ebac96c7c85 d905ed1407e85d48 a75546e9e24a219a 764ae72278e31768 8ede82ddeb56dd6a 63171f3c1e849ebe 1bccd1edc66b9f83 7a6a0bcbbd27543d f56fc036ff92e0d5 b19b1db7fe8eb0ef 19e05966c4b50ce3 67dbe6125bfcbc7b 1e14132899fa7d4f 5b03af4b2588092e d3b808238ea74c69 435d60f2407414a8 e1e0a413ae261e59 20c3af34e2ae8602 417c09fc666dbe09 865c4ae0bcff7bfd 8c8b80eccd5bf9ec aeb5198a6a999b33 35547923c1964f26 5455d3af1535314e 42413a5a5b86050d 17f71e764fe9ae8f 3e7a93eb353f42f1 9eca15a2bd6f635d 4dcf1b347818ad32 abf3bb9d90d97231 e18e92de3b186910 fc72f0b316a8fef0 3151ae895226b42f f49f78e8bac2d5c2 82075c42bab81331 e48d1708fc0e868c 0a05696ae96c6ca6 38f0aeb921ebdcfa 5be3fc78afdffbec 033c948bf7ebfe95 9b4c618a6fa56bdf 08a1cce7e492dd81 1c52d8f8db056565
DJpbD3J9dM0PnFU2,9b39652be59395b9 93a4769d1c764621 24c180ff74af92f5 adcf7fe13c022062 4b0140703571a8d6 fc571fcede20c43a 5e2240546ad61cd2 9104cd5c214cc8ed 30df671e41ccbf0c 36fe58ae5bf5bad6 deaf2479e48ce4fa 416f2816e9697f82 937fca4b26b271e1 5b8d83e656698c55 f5aecee1480786db 7aec2b38dd379637 c49e277e678b81ad 5547137890d03261 5428c3c4516ff950 4fc6845b9c0d04e0 bfe2ff24a7996a1d bb23ed48787f08d3 9d5b2a6c5a9b7c21 d6e91cee05d9a1e3 9990c2f394304dae 106ba8a9e3153cf9 11ae6a9b38bdedbb b08c64db3ede281a d770adc69e0e21c3 a6e8bbdc1af99281 58e94b60dfad9dfc 4a14a5693fa96b4e 1c5a76cb18dd18b8 51e19ea5453ca5bd fcce17c6f1c95a03 8fbeb7b62086fe6f 01ca89c19ba3bfaa 151f407a4c8cdfba 80958fb5e7869f22 e1e36399cbb20a36 5965c67d290e614c 33b2b630be76ebf2 6465c04cbde19e3e eb4e64feaf63423b 83670e2d2ed28aee 72596e90c076864a 41e20a742fbc545b f7f5486dbae80924 ebe083c30b5deb52 fa484e2feaca1604
4l4lPKrg9T9eRXDk,d002f9db720490af f81af88bc03dd71b 7b6fa71a840568b4 0de33f7f9e83fa74 a534430436dd7ad7 8bd12de99530af4a 8e619ee44ad2ac08 c001f922a4c87af0 d522ba8bcfbf4386 2621a3f7ef5bbc58 3da278507df7a753 50b808f9219a7d35 5391d52a29ff93c3 3e3fbe2caae25902 786d36624797950e 81cb688a254fff49 9eefea4803ef334f cbd7e504914208f9 f6777b74d6e2344f 01232226373c3874 b2f615eb0a57688f d28f388875dd83d4 ddd1231440846eaf 9102257d965eecec bc81cbac6d1480c9 c3a046be25ac6789 d304670a8d9c8628 460b86904099db42 2111fb65ec2ba6cc f11fba3b5b3f599d 04cbe38688275906 e3b09bea01acc31e ccb5cb51b3f5a7e8 dc1b422a434fbb01 eb0af01bdca4a130 0c9f26d645c1f91b 06d2deb8ba81e444 b4707e3b66f7ad8e d9aef2e7fad818da 4716bff4d3c93529 1ef8a10888e8d732 63d155b38d094554 3a109062dda73d81 88060590c233e6b9 d8a1685f09b8819f 0e7c586b509db86a 107e3453bd20131b 1ac3ea2bf502a34b bfd35375c27b0da8 e1a657816b371dad
ZWKtxHh26j2fWhD0,a0e5a531b272d88f 22bf11ce7719de00 2298edb519f2c804 794fc77a375f0c23 ba1673f4d168c1bd 58c04c097aab4b7a e9c16f3720608f75 b2fc1a78d917cffd 2a006bbb2fa58b4e b0118f06f66aadbb 816667af6bef1cc9 931f9c558f01a900 8472b249a89619d7 a4139dbb8b08a3b9 a8ebc86ae330b769 ce777e77fd57433e ad85b3b8d370efa9 4972f86c06ee564d b51813f30ffe39f9 0d9b9a3d3db69045 a543f251e085799f 45727c377d9b0521 6417ac1bf9ba862f e92bf860ec0f4c5d 3b9702a0e110c737 ed96f19052412af5 c15651da7bdf63f6 a947d9d65b27da1f 2dd6aed639d63c07 ae0a87d005a014f4 14a25ea9fb46476c 1fa50773372d659e 6e038e48c78acc81 95af23e19199dacb 4947b671bda2b04d 4d2a0f3a53ec63ef 70f8f14bd585143e d7bdaaacadb52287 abe260e463df3e0c 3931bda33c44f39a 4098fca45d1c8f71 9cac3e57b7eca2a3 5d2ce368c850bb47 4a8339a8ef417fa7 b8a735a375d4082a 3bc35a7ee81a7c1e e7b50101dbf5a500 d673fa4ae4b48b25 d9729c6c4ffa0959 f84c10e4aca7002f
9rbvkjPtRluPQb3A,c25af24a6ee22387 c72ff89cad4a8d52 4e90b60f72efe5f6 9fc74fca6bfc9f8a 16ae6f05bc627661 cd4b2ab1a0c460dd 15c8e3f25b27f5e7 8d048926221aaa1b f7dee555f0937fed 1a6904d9203138bc f958185451b483c0 93317c777e82ba8c 75e18bf365be3d2b ffccbd0c4730a635 17dd08f712a84764 8874280d20692514 e2d82ce3c441319e a757f57d976b88dc 8786a9e6eba5be80 5fcf8a98fc0e32d8 44672ef7e413ebb7 eb99af8ba4fdd529 fcc717f0b1d5f7d0 0a12625bcb3fe9f4 389c5d61a3aeea29 e5c0def5175ec853 a7bf44915dd3a627 d3bbc3c915ef369a eee0a8e2fc590f7a 174a26068a3e8ea2 d651281b0d11907a e70c1d5cb6f00d20 ae0e96d0c6ed226b 9db2699ece3289c6 e2f979abed05f391 a72e0879bce4c35e 8c808bae1de80e34 51eb41b1742f2a08 0667544cbd322047 2782f285f59c2263 eff7684ed48923e8 7e594902578dcb42 f370746bbea4db19 a134e2075c4ee8fe 19bb507eb4ce8bc8 c70768ec6d7cbb47 87cf7fe01a9e3bc6 3c7e2997943f550e 60244e2825fafe4b 8be724e054f9db10
mXqUMkmsgM5aqECP,45daaad6aca03e2a 1db2ac00f7184ad1 9a56f27aa8f4b79f 66df137b7122316b 2d450df22c65ff23 602fe53d734cc99e 1d1aeb54c1927559 7934a58be6217208 8d4242443996e173 9136f14fa9737beb faf1ae4646c06adf 78b365c782ca632a 3ce4e3794c3f4fa6 566fd277152fa4ad bb9ef155874a0676 b07f626220230d56 488cff8bb8bfc26d d32690c3dc5ed4d1 8b5e973c5638007f 102cfbb9f2289252 a46f4b784e730131 65d4672b75b8377c 74523f6e64d3d4bf d7cd5be9bcf13224 d2027147e8ec4c21 cf4608839d2a505c 524ad676b107ceb5 4d54f44254433213 86de5a889c6e0342 5869b287f6ffdc7a dd4f126ab61719be f005a9c069676b5e 3bf65fa31cd2b675 670a52ee9f556708 7155da25fd0d5c39 05d1af15abbf78c0 f0ea2ff5e10abb13 0e9d08134d92fc5b 0296c5deb4055662 d4c5039fe8de6509 f4f2f56114424360 74097423ea7d563c 1cf60ba86385da8e 3b3e19a084eff4c3 2ea47e30bb954ccb b140891dcc2cbee2 8e96e3aa61391484 0f10006db6313a8f 20282936bc55a999 e987aab8d9a760d1
zfkCuKgGgWN7B2Na,1ec7ae7f6bc09d36 3019a11ed94a68d4 ae7a329dd15db69b a05d6ffcf84da309 ce41911280839658 a155a85594c59ee4 0ba8c0709067908e 27a8587d7dce0cc6 fec287eb4f8c41da dd7828a3741a07cd 8822a05d57a1c427 f5e70596f1a5ea17 153e23d1f6cac67d 196a3f112ed82aa9 d9e256d079361fc9 612c0265c6f7f5eb d1e98c8ef088a29a 59beba61e110f263 e1c579a3f6fd607e a278e36425c873b1 c7b9abb4549ccb7e 5cea8caac158d080 f431e57793cd0f14 c0c6e3886197bd27 78937b3992884b2e dc9c21af1fe9b542 8b11df62eadbc022 007d0de5d13d993d 249aca1b7377d655 dcdaf0af2e071652 dcabe838ef9c4c39 83f69235a1b58938 85d198fcb3e4aa95 33435c5f937dd84a a9c70716c6aa74c1 a0d512ffc943bf7e d28be0031a33971c 568f33d7247c17a4 d427cd10f65bb57d c4c3d8ce79202b40 f63feac1b860118c de1ddaaff1c8a11c f9964cc81dab7232 e3ac22ed35f2faeb e4d7de90607dbbe9 9171ab1ce4266e5b 3bcbd14f2d458b53 4c7b5435b2c0abb3 18b6c1cbc30a896f a6e2e10c70fcea56
OKXLERRv8mIo0otx,99a84815aa102218 223c9dbf00c4fbb2 a0f73059cf980745 590825619460038a ec99d06045dd6d79 1c6028af7cd5d8e5 607193e2f0e9535b 39d17f6a5c8cdb40 a2e21e5cdd186880 8bb5a8039b5d456d aee2f71e9c5f0ee8 4d1ac91a8c061e4f 166bb1cd9d7725d2 b999897b93795f48 47da54fc305004d0 4adeff7a4e830cb6 26e3b8283cc99bd9 26cdf753b4db1711 24a63c7ad07c73bb b7e4242ba3fec78f dde7dcb30f1fb9e3 a22d8ae3cb37072d f86afdd96f6e1f5e aadb9faf7834be97 208a3a9c5e038fb9 973b7879d793e570 edc6b73b153abfd9 58a04449e21c7839 72fb76d5c3a0e2e9 58d1e8440d103f67 ee34d09d0073c386 1f884302d23ad482 1f4f693fb491b8d6 1205cf95cad088ac 6ed4165994740053 f63cc54b5246d56e 42e0ad52519591b4 40ca6277978c2761 220aa3e8d4c299d5 e3ac482af7d87be2 283e7493eb33282b 0fa40b6dfab89504 f42933b33ec447cd 5c85f3f6858665a7 f0a89ab993680c61 48b607c096bbae16 d45e2f7bd7d5d1f9 cbe46feca470885a bca571d54929360e d6c752dc736b0845
Vv1XQWZphYboXvlu,8354af167da692fe 3e8405ec7dab4ca0 a58794ce7f4a79fe 69439ad45b08af70 4f62b1e7e3534696 66ae350a8de55385 980bf695a9c63fc5 4173b9025d74e018 90cb35dfd197b82a d0e1ce401cba4737 38381bfed07c41cd 408fa14fde73d54a 55c4634a07e3f32e cc7e8eb7b23f594d 01993261788abff9 753565901e354ed3 f9563ebf9f940949 f5ba8a30bc99792b 8ad58e2476e845ed f99daaac9b2c6989 45062e40195e33ed e3a971d5977f9c3c d8346412fcf084c0 1d3b2ca7de5c1ccc b0e6f6a8fd85c589 20a042684ccd1a02 911d51959b477b8e 2cda87a8625a2ec9 3a5b5dbc86dbad65 b504d8215ee2bbd0 3ae162650204f616 cad2c945ab259274 9cfe307c27605002 2db7d9ceba495bf2 0b36a4f29189589d 10c261a2a24b17b0 df5ee0a571fc48a4 c0bf37505653f711 41b5866b1b87d790 2e660f65b655bdcf 02b49be5e742e66f eaa3712ee207358a 3a6aae8b394d62e0 3cbe7a662e3b0ec6 d1f3e6261577d8b0 6c4c146573ebd5b4 24a6847cbe9dfe72 3779d26b92cdf9e0 7399e40bd38bf762 4d7912463778460a
xgOZQEnn1FRDS510,7bddf5fc4a5e48fd ce91e409168ebeb1 3ed214d2cb661025 36a033f8a461be9f 979661f7466a25e4 12ff1dc04460a884 cb9569483741069a 570171542f900a27 e7a8c0ecaf6862fb c056c5120d2169bc cbc2c2747a8d5706 a4120a1f8c8d9fc7 314ca7c0e10058e3 995afd8ca17d28dd 1aea6abb4b06f603 c137f62bac801ba6 6b4e3883b4bdaf16 7877844122f50ac3 ce52e317423aaaeb a800b4cd106ffa8b bfcdb57775928d5d 17f51d75ce08878b 8a27e09011d2c7c4 952ee723b0e2151c b6f49f03c81fd8b5 ffa9625dce13b024 6ed0cb2453c00c2c 03331f92dde191ec 117e8459d56ffceb d629f63d263d4b10 5067c3274a5d532e 25f00f5ec803432e 621f4d44381d96a4 da1052082226ee9e 891a66bd8bfefe96 9c453f3e9c676932 9cd00d1b24775a25 f70a7d032e1ea493 e84ab2a412360ec7 03565cb16db06c7b 71edb307c9a41ac4 c3b4c78c565f0c3e a753245c4c6b967a 78dbefb1021990c9 58f0da8a7fb813b3 97744392e0062be5 149e61684faa1da1 dbdce6a9ef205ba3 be51bac162586ba2 a7f4b0edde27dd10
qklTmEl6tzAGlQmM,2e02bf86ddf95d27 54f7d5a8443c407f 84ba7b920f9e497a 27a93d0e4914e275 ead167ffc6f13353 34235cfb452e3698 5a59f8d324201ea9 363d035c647a00e0 8d4e35f9a38527b6 a39ef758c09ee162 11bf21deac34183e c0e0dec5ba94459e 99aab7a8c694effb 43763a13753d3857 9bb5b923a45020f2 9c627599f2ea7809 99ab39c73b11c137 32301a505f1a09d3 639534fb63f6da6c 15a59898fe1becb2 e74686470becb34a c4b7aaa3ac346162 27b10bdd5e1e6c29 590ea8aaa696b4d6 c15feb0f80b0df1c 66dd09290f4c9868 b6b80d42d309ea79 49e99cfad492f2c0 a51438836c4762a3 e0edeab98db31c30 54e8bd3568f7e2a3 43dcdfc3e447622c e2ae8e71a386b442 7afe5f38f315270a 28817691d7c52558 f52633d6b5556724 458cdfa13b7e7665 d8ad0f4a1db2237e c8ed691e33b82ab1 ace40dc298022325 6c969c9664b0177f 7336fdf59c215345 8fae4d08d4acbf2c 7ffa4b27755ef52f 8bd5c889bcd61e2c 092ad8fa3532bfcf 49e1b584beccf6f9 76fdb9647668a47f cf68cbb5cb62f158 82cf25d8e3c1ec09
bGBh6dl4sAA76YxU,69e11b1bb65f3fbb 5ac1ad2489b72a01 b6ce993c3e9acfb9 e7a8cf0d54e8c524 0e183eeec6ba9785 e595d17bc6edfe6a 8e7bf15958e50da0 9b5f597cb5d4db37 0b09b6da1a60e3dc e01f88b9e000077b ece56210bca8ff82 23262c848d8149ac 8a627eb7012c79f9 31747dc9125be777 54dca1e793949a0a 78c63d02d06ec5a9 327550d1eefe35e6 e7105952c280c0db ff55adbf8f40059a 2ecd7ea73673d368 603aa79e98608f0d 12e050e603c253cd 2d9d09c7f602f6c8 29eaecff9aba8ca4 1b70197f7867bca5 96a698d81a55eef5 50e4e229e63cac7f 2255fce12ba049fe 9c474a29a3ab9ce4 7e3eec5a740e1f11 97a6fd9ce05cb4e3 a2499c06ab67c725 ccd0a1433071cd14 d3cee47afc8dbef1 c075d931e3f71b69 a2e952e027bed87d e11549d67077e892 2aee8dfb580126cb bf2fd35afe568b27 2126993bf880ce8d 939fc3c30e900244 ef1c71635b117e07 2af50d449b3a81ce 3b08603212dc458e fec15ada1012473a 8834d1f65ff49893 f87685deaed19bda 48003d24c9170fc6 afdaa08ba73436c8 46fecc82b95f7b28
WAOABkAjwvWvceJd,eab61e79a4c8a33e 6ff036f59bbac0f8 1995349871afdbc8 ddb1aead37ede5df 57850fa54e8c11d7 2a331ee27fb22191 e11f8b3e2d66e5f9 cf57272b430761af 2eca8fca4038a7b9 4aa20fe828c98e6b fca06078435a2455 ec34a50b1cdd425a 71096bd5134056a6 ce4e9f904096a6dd 75c35847212a7416 62be8c7f2a81aa9b 7ba04414d1b77ea2 45a7293fdade1894 96812d65c204c62e 7878f31d2464f6f9 1603896346db4567 e0ee0f259c717255 fa8333863bbada99 f4a70472051775bc 6dd106d631efd34a 0fe60168f778ba2d 365c0931d116da27 4c3e9fab95915b2a 34370c0eea2f985a 7177f93a01dc9a82 c82825c2831b17f5 e7e5533e5bd901af b946961e806947b1 b99cfe655e928260 acaac2029c44fcb7 e0f348728fb37912 8193f26dbe0c7760 6bf2936059b20396 922c64d9e1b99dd4 109f7254534e6ae0 9ac7f1e4b71e7526 3f879efd01aaef7f bedd7c6d2ea827d5 3cb411324e5f756d bff343b0090fd5f3 ba8a6cfa823dcc51 032ee4dbdf0fbee2 33320f776a31cae2 6f47b93adaf5a390 39cb70e029f4d378
j1oE7cMLPYR53QEt,103127a672718458 108cd695ea569f70 907fdfdfabd56448 1134248ba6eb1e0c be2ca4edec6f2671 e041f4104d11dddc c73239fc681212fd aefe8316a35d46bc ac53e34a0ac83074 ba9116a61fe71eef 79ec6d618a491d39 c35f4209c6326d57 fccd53a02c482a0f 4738c7bae02b2518 b3e69895c80683b0 82c53bf3f7d48f21 63f580a1cd7889eb b0e186fee3c62c35 44b08ed4c41c5a92 eff8d78a8d81fb0c e867badcfea12f79 ce7c56fccdad006a 2a63d25a73e5b52e d4e210b09144b1dd f526dc1753f0ab86 aea25a4a0c784674 a11b24d1550d8994 3da9897fb54c70f9 234560a5be647edd ed4d99e2b78606ea 8e0c17bbe8b8eb07 f72a4900e7f5604e 740b12504ed825c3 6e4725f12878050f c2a0b041236d79c3 fb3859a0c0022769 eb1635540ec2de95 d9e8fcc2c7c82c16 38869c2b5a899e1d 007158014129d6ce 178b65cd9116338b 6865459e18fa233e 7fde87f3f3f131ff 5ef3f512a489b10c 4d5963c246f8d7d2 615823ab71c7891e 8870def87bfcf87a a86201e7b68105ab 5de36276595058eb 09abca9f17e01f0e
3AEf2WDRE4bwZkID,6364874a234d31f8 72ed921a45fdfbaa 997eba3634ed5db8 a836dd8a530c473d 21d25c72c94a836b 3e4126b310e7fe0d bf0889b3ac110cf8 2cf8117919e7e25d 18fb9107bab71898 41bc54dfa609efff 5c0616a2e5881f06 2755515ecad54d07 ab3f7f995f1082f4 4d40373e9757a1df 042e07128d7b01a8 134cae8d82c8476a c4b27fd462a906ac 06545a09b657303e 2a941873cc0e47af fc7dd50bd12e0f5f 10807f75d9576bb5 ab14d28b531fc165 06efaf6215fe2b02 1e58be107e2ede1e 9b51eb95dde419f0 fd58e1196a3e1264 ffdcdf898fcfb69a a1bb8a341b9fb36f 7c06ce6e0a4792d6 a25c1012841d82db a6c42e47b8313a63 4a7c5183eec7fcc6 263251080624068c 70c8515c6f1fb872 fe5f954e34c0f70d c8d431e5ed1814d3 5e1d6e0a4c9d2978 babf8f23e86167df 793a91921c479107 cc8525dc34bde3f7 e937146b18651355 d85033f298eae606 bbd8ae1b0308a2cc 7ab6168f14c4656a a8d3b842fa193844 5ca53329482ff38f dff7ea32284d58b6 5f6caefe188328e0 704718bcff8a7bff ffcaf489da1b6cae
FYPk0qI3QZXVJMDV,fd88a4874a9d10d3 6584cfa935839cf4 dcb69941ee189cfa 0239f8a55c21711f c6a2cca92ccebbed d79b58fec1add8c9 5b55c6db2a0aa044 3b38e471d60dc176 ab5b5ba8f1cb89be d7e3a5394b4d19a9 59da073cd3e7680b 79e0a78b97d03019 a8fa48f1640cb031 b73cf40726633654 c7b22c859e2643e1 3a30bbb6b699eac5 ace31e8680ed8493 3c56c0214478ea29 f9949ef49168ffb6 130bd77e9a94bf5b cad92728967e0235 38c5b2e1ad821947 aa9e701f81fc28ea 829de623e3057ff4 dca7f2ed9829d508 d7eed8775adc0ba0 b08687760ad570bb 5e6990c777ec0d90 31a2c9b8ffea389f 56cd81bbc4677a4c 187bbdc8fd977d2f 6b360325b7a2c60a 86b378a5833fa5ff 00e80813cb90bd8e f29cbfff2e995f80 a49871d79f4b98ab 15ddeecb930d4f8d a8d8a9fd35ab86f4 af05f726229811f3 f5a84b4ef603a5f4 0622457858881bfa 8489fb5e501a671b 9dffc265eb9db37c 2667db3b0a7ffc2a 4ded79793f35192e c61efa3bd791fe88 f7129adee5c58271 5ddb4b43f2252309 4b2cebb0e2858db2 701e674deccabd40
NzAmgFxShqTzRhAY,230cf78158504571 3b2daa9bc626097b 5a6546c75a705b55 eb1785bbfac5395f 031efc10fcb41463 b9f89e7a4dbf138c db295e8bc3b02bae 87e2eb5368f58702 7b3a5d5cf1fbec2c 54a823ae77060270 b6b361e2edf0efa2 78a5e07e9cd3f5c3 004e855a28834541 c33509b334f7c60a b23e97aa48a2cd1a 6b49de8334ae0f4d 437424791ca9c749 c39d9a1047ca5af0 9d37709e2dc3af93 373207ba4d276892 224288571f27ab01 51e41ea9c583f4c2 cd9c54c2e462f3ff d9e8c2ed9d5e9226 1b308f4d11c10da5 3e29149f2b067b96 8920482971d40b50 ee4a1ecb46530692 1cae4d37ec2bf104 95cac14025f7acf5 f5957b055aa406ca de7d500f4b5cae3e 80565d744d529320 788ac2bd2686bb7c c997ad68acbaf48e 29d3607de9e10c53 7666d36e2b99f72b 6bb9c5a3b2a14473 43a5daaa2d6ac516 abc923b6813c5a5c f174ac046f289af3 3e33b54c21c5e666 38cc63e57ecff6a2 add7429db0a597dd 11755977ce423b0b b47890a0d99797d0 0a31625527134939 0c7b87ec052d3664 81765e7f8bc8600c 11e3704337fb46fd
Nr61WU3r1igpLgdB,53b030b305f9fb8f 68677e82932140fd 5e04e52b8b13fdae 4f3b03b0fc281301 060ad95c18d36512 af7fa4ada8e619c3 4d3037f6b73784ea be9acf612b8d7be7 ce0055d24a68977c 27ee9f16c6e14173 cd181f00bc8851b7 f12368b3569afb96 2b61353f75aed392 8ad6cbda46a93b19 380a7ae8e50b1abb c8535f6338d24161 e7fb2693c67abb2a 57d37c7e234efbd1 64f2119a19a33b13 f0fe909df6251174 489eca0557a4805b 4ba41bd767151784 3e3009718355c6de c304d78c6c862c6d ecb197d23dcddae5 b0b3e5eb2e696bd3 eda5feed0541258a bb92ad2cb885424d a5ebb23e51d04830 e69c950f79609b54 9a79d5511abb4937 2c932743879db7ea dbb520e9d5be6c6d 41ad6f2ae3bb135a 11b471a88491e7a0 6bbd9c24ef62c9f2 93268428122d003d edc31b6ecbed7873 2bbf88bc4097818d 3d35b885d15b6949 ba0a2918c2b4fb72 2fc2406815413234 596060182a47856b 0e6c7ec1f8da4ad1 94c1b560fb11f757 d721eb1299e0e7b3 4b7330f7c1a5ded2 30baca65bc17ff73 07de7694140c9251 8bf9acf4b98853fe
f9LFSuvp6vc5ctdd,5cd957cfbbb5212f db17e928af87e0de 1b50d0d4a71b24e0 b18ac9048129ef46 912e139d5313a292 2040ca88b9a61318 e43b98e223353129 f7b87bc383e6ab23 1125c1874b316b06 efc533dcb45f4041 529c6358f382b99e a3a1db30b90ebf9e 6a7ca3f1c39f724e 98ba4f309207b8e7 7d648c242893c08b 81ff6dbf0c96cc25 944dc0bf69b7d2d7 eadd91a9d6dd3292 1e152c39c610af3e 28de9ff7c6d12acb 4ae0cdb526ae68d8 d6c8143868fe2a38 0e2ec9679767fe0b f83b7ebfad1e05e7 9bd6cd2aeb00ef95 409207eaccb88a19 f615d1c288d6062a 3813e2dd2c2eef1f de823549f33e739f eb371bde9eca0504 093c4758013cc993 c305d1d1cdb44471 b5270c527dc0bbed 3848c5f7ca5deadf 31d6b7c0d297020f 65a434ed775a243b 7f537b4fcbfc22cd c55c2862645e6606 5f4686925cdd8be1 093d4647b3c4b265 ed04ebd96d58f5c2 778ad5998b88b233 150103581dd37975 afdf8724956afdf5 8b4fe14d5ca3da52 364d33d2ae71f434 df08b71218a0901b 9401396572120dbb 06422cf7bb086e2b 5b671b788232713e
2e5T6FTIB8cXJDh6,f33e2d3cca0e3762 7edc079ad86f448a 9b5abe31d113d446 7d2ae09f6bdea173 bbdb4aa6a75720ef 37af3e3050aeb452 be543ffbb72a3fbe 1c7036b95e6cd24e 9148fd219eb42e50 6636b9194929c718 0af91733b909193d af8ec100465101c7 d0aa627baa06c31c 9bf66f3ceac94d3d 31a92f1e635b447e 00ed2622925f0c04 41ed86b3d7739126 5b55ae9964eefd6f 194bf2c6e1ef1450 e2ddb6a423a18840 8e5a1106c2fedec3 2b423ff6ff999400 8e9793267f221cc0 c01059700e11ff69 5475eba92097ed8f f1cdd28aa33d5188 57638414a000b358 2ccc3322ea52fb72 36789d1369f4c9ca 03a0be357d9e7efd 088fe3ff7473b6a9 5ff914784b06220d d31988afd654ff07 7bf30e2156c20b37 58e22206617bc003 d409884b7d1bb0df 8d6010df1ce2e4aa 596b873fab88489c ec717934b8af5cc6 20115940b89fdfbd 103566cc83d2844e 934ee726fa9f0a6b 72e2b32a16085ecc 0976593dbf64413b d366978f80c8724c 01cdf31807410bd1 1d38dfffa3a86bb8 2dd20c348356682e ebd9261e4ec69b0f 0c24dd7ebd727012
VQJGHkR4e0BXYj84,ab0d26a2fd6d953d 99e4d9524132b1b6 e257002148b934dd bfe6021f21a7d1a0 8df126afeca1e6e2 a8dbe319d6db2afe 6aab5a39ce2d7bad 0aaffcacf9fd44bb 9cc70d2d8df38145 3f2f03d13106bdb3 5ee6018b45032c01 1eefc82e6f2d2612 a8d5617f79961894 8b33c673093963bf c6a82da3bf79a9c8 3fd67e1f805cae69 833dec9469b242e8 f4551f843e1e4825 7a653d5b6d29784b 2a7463c1d0cadf34 04bc4c71854b78da 97125c4ec0c96a7a 85b4f77dd212238e e5759264299f50cb b4eba030622ecc1c 99fb6f2ddeb1fd52 8066f5b513de28a7 41b5c3ebfeea8d6d 04f713f7d9414ada d8d7472c07d5dd29 4020b2bfb3a67065 e4097eee9ca04458 1018e2b260da9ca4 8216b123252f03d5 5b4b6d74c04ffc2c 8278f2ccd5daa420 10ab96d62f5c4d37 292c8f2bfc7e59a0 46446c0229eb6812 0a0ca2b2649145cd 5ae6caf489d0dc80 c158a1f1d26d085c ff6fea6f6242116c 83027fdc495b7ac8 511ffeb24ca37d80 ff02fa92dafc2079 117d8cf4e2809264 0d2589ed543d9604 d5eb930715e93d14 2fa91ea43d0a31bc
